Key,english,french
dhsPerkScoutInfiThiefR2,Œil du voleur,Œil du voleur
dhsPerkScoutInfiThiefR2Long,Niveau 2 : +10 %. Améliore la qualité du butin trouvé.,Niveau 2 : +10 %. Améliore la qualité du butin trouvé.
dhsPerkScoutInfiThiefR3,Œil du voleur,Œil du voleur
dhsPerkScoutInfiThiefR3Long,Niveau 3 : +15 %. Améliore la qualité du butin trouvé.,Niveau 3 : +15 %. Améliore la qualité du butin trouvé.
dhsPerkScoutInfiThiefR4,Œil du voleur,Œil du voleur
dhsPerkScoutInfiThiefR4Long,Niveau 4 : +20 %. Améliore la qualité du butin trouvé.,Niveau 4 : +20 %. Améliore la qualité du butin trouvé.
dhsPerkScoutInfiThiefR5,Œil du voleur,Œil du voleur
dhsPerkScoutInfiThiefR5Long,Niveau 5 : +25 %. Améliore la qualité du butin trouvé.,Niveau 5 : +25 %. Améliore la qualité du butin trouvé.
dhsPerkScoutInfiRareName,Fouineur,Fouineur
dhsPerkScoutInfiRareDesc,Augmente les chances de butin rare.,Augmente les chances de butin rare.
dhsPerkScoutInfiRareR1,Fouineur,Fouineur
dhsPerkScoutInfiRareR1Long,Niveau 1 : +5 %. Augmente les chances de butin rare.,Niveau 1 : +5 %. Augmente les chances de butin rare.
dhsPerkScoutInfiRareR2,Fouineur,Fouineur
dhsPerkScoutInfiRareR2Long,Niveau 2 : +10 %. Augmente les chances de butin rare.,Niveau 2 : +10 %. Augmente les chances de butin rare.
dhsPerkScoutInfiRareR3,Fouineur,Fouineur
dhsPerkScoutInfiRareR3Long,Niveau 3 : +15 %. Augmente les chances de butin rare.,Niveau 3 : +15 %. Augmente les chances de butin rare.
dhsPerkScoutInfiRareR4,Fouineur,Fouineur
dhsPerkScoutInfiRareR4Long,Niveau 4 : +20 %. Augmente les chances de butin rare.,Niveau 4 : +20 %. Augmente les chances de butin rare.
dhsPerkScoutInfiRareR5,Fouineur,Fouineur
dhsPerkScoutInfiRareR5Long,Niveau 5 : +25 %. Augmente les chances de butin rare.,Niveau 5 : +25 %. Augmente les chances de butin rare.
dhsDrugProwler,Stimulant du rôdeur,Stimulant du rôdeur
dhsDrugProwlerDesc,Stimulant maison qui aiguise la furtivité et les réflexes. Préparé uniquement par l'Infiltrateur.,Stimulant maison qui aiguise la furtivité et les réflexes. Préparé uniquement par l'Infiltrateur.
dhsReqClassFarmAgri,Nécessite la classe Agriculteur,Nécessite la classe Agriculteur
dhsBookClassFarmAgri,Manuel de classe : Agriculteur,Manuel de classe : Agriculteur
dhsBookClassFarmAgriDesc,"Devenez Agriculteur : maîtrisez les cultures et le fusil à pompe. La lecture choisit la classe Agriculteur, débloque son craft signature et octroie quelques points de classe.","Devenez Agriculteur : maîtrisez les cultures et le fusil à pompe. La lecture choisit la classe Agriculteur, débloque son craft signature et octroie quelques points de classe."
dhsMagFarmAgri,Manuel : Agriculteur,Manuel : Agriculteur
dhsMagFarmAgriDesc,Un magazine de Agriculteur. Le lire octroie 1 point de classe Agriculteur à dépenser dans l'arbre Agriculteur. Utile uniquement à cette classe.,Un magazine de Agriculteur. Le lire octroie 1 point de classe Agriculteur à dépenser dans l'arbre Agriculteur. Utile uniquement à cette classe.
dhsSkillClassFarmAgriShotgunName,Agriculteur — Fusil à pompe,Agriculteur — Fusil à pompe
dhsSkillClassFarmAgriShotgunDesc,Sous-branche Agriculteur : Fusil à pompe.,Sous-branche Agriculteur : Fusil à pompe.
dhsPerkFarmAgriDmgName,Dégâts,Dégâts
dhsPerkFarmAgriDmgDesc,Augmente les dégâts au fusil à pompe.,Augmente les dégâts au fusil à pompe.
dhsPerkFarmAgriDmgR1,Dégâts,Dégâts
dhsPerkFarmAgriDmgR1Long,Niveau 1 : +8 %. Augmente les dégâts au fusil à pompe.,Niveau 1 : +8 %. Augmente les dégâts au fusil à pompe.
dhsPerkFarmAgriDmgR2,Dégâts,Dégâts
dhsPerkFarmAgriDmgR2Long,Niveau 2 : +16 %. Augmente les dégâts au fusil à pompe.,Niveau 2 : +16 %. Augmente les dégâts au fusil à pompe.
dhsPerkFarmAgriDmgR3,Dégâts,Dégâts
dhsPerkFarmAgriDmgR3Long,Niveau 3 : +24 %. Augmente les dégâts au fusil à pompe.,Niveau 3 : +24 %. Augmente les dégâts au fusil à pompe.
dhsPerkFarmAgriDmgR4,Dégâts,Dégâts
dhsPerkFarmAgriDmgR4Long,Niveau 4 : +32 %. Augmente les dégâts au fusil à pompe.,Niveau 4 : +32 %. Augmente les dégâts au fusil à pompe.
dhsPerkFarmAgriDmgR5,Dégâts,Dégâts
dhsPerkFarmAgriDmgR5Long,Niveau 5 : +40 %. Augmente les dégâts au fusil à pompe.,Niveau 5 : +40 %. Augmente les dégâts au fusil à pompe.
dhsPerkFarmAgriHandName,Maniement,Maniement
dhsPerkFarmAgriHandDesc,"Améliore la prise en main du fusil : visée plus rapide, recul et oscillation réduits.","Améliore la prise en main du fusil : visée plus rapide, recul et oscillation réduits."
dhsPerkFarmAgriHandR1,Maniement,Maniement
dhsPerkFarmAgriHandR1Long,"Niveau 1 : +10 %. Améliore la prise en main du fusil : visée plus rapide, recul et oscillation réduits.","Niveau 1 : +10 %. Améliore la prise en main du fusil : visée plus rapide, recul et oscillation réduits."
dhsPerkFarmAgriHandR2,Maniement,Maniement
dhsPerkFarmAgriHandR2Long,"Niveau 2 : +20 %. Améliore la prise en main du fusil : visée plus rapide, recul et oscillation réduits.","Niveau 2 : +20 %. Améliore la prise en main du fusil : visée plus rapide, recul et oscillation réduits."
dhsPerkFarmAgriHandR3,Maniement,Maniement
dhsPerkFarmAgriHandR3Long,"Niveau 3 : +30 %. Améliore la prise en main du fusil : visée plus rapide, recul et oscillation réduits.","Niveau 3 : +30 %. Améliore la prise en main du fusil : visée plus rapide, recul et oscillation réduits."
dhsPerkFarmAgriHandR4,Maniement,Maniement
dhsPerkFarmAgriHandR4Long,"Niveau 4 : +40 %. Améliore la prise en main du fusil : visée plus rapide, recul et oscillation réduits.","Niveau 4 : +40 %. Améliore la prise en main du fusil : visée plus rapide, recul et oscillation réduits."
dhsPerkFarmAgriHandR5,Maniement,Maniement
dhsPerkFarmAgriHandR5Long,"Niveau 5 : +50 %. Améliore la prise en main du fusil : visée plus rapide, recul et oscillation réduits.","Niveau 5 : +50 %. Améliore la prise en main du fusil : visée plus rapide, recul et oscillation réduits."
dhsPerkFarmAgriReloadName,Rechargement rapide,Rechargement rapide
dhsPerkFarmAgriReloadDesc,Recharge le fusil plus vite.,Recharge le fusil plus vite.
dhsPerkFarmAgriReloadR1,Rechargement rapide,Rechargement rapide
dhsPerkFarmAgriReloadR1Long,Niveau 1 : -6 %. Recharge le fusil plus vite.,Niveau 1 : -6 %. Recharge le fusil plus vite.
dhsPerkFarmAgriReloadR2,Rechargement rapide,Rechargement rapide
dhsPerkFarmAgriReloadR2Long,Niveau 2 : -12 %. Recharge le fusil plus vite.,Niveau 2 : -12 %. Recharge le fusil plus vite.
dhsPerkFarmAgriReloadR3,Rechargement rapide,Rechargement rapide
dhsPerkFarmAgriReloadR3Long,Niveau 3 : -18 %. Recharge le fusil plus vite.,Niveau 3 : -18 %. Recharge le fusil plus vite.
dhsPerkFarmAgriReloadR4,Rechargement rapide,Rechargement rapide
dhsPerkFarmAgriReloadR4Long,Niveau 4 : -24 %. Recharge le fusil plus vite.,Niveau 4 : -24 %. Recharge le fusil plus vite.
dhsPerkFarmAgriReloadR5,Rechargement rapide,Rechargement rapide
dhsPerkFarmAgriReloadR5Long,Niveau 5 : -30 %. Recharge le fusil plus vite.,Niveau 5 : -30 %. Recharge le fusil plus vite.
dhsPerkFarmAgriAimName,Précision,Précision
dhsPerkFarmAgriAimDesc,Resserre la gerbe en visée.,Resserre la gerbe en visée.
dhsPerkFarmAgriAimR1,Précision,Précision
dhsPerkFarmAgriAimR1Long,Niveau 1 : -6 %. Resserre la gerbe en visée.,Niveau 1 : -6 %. Resserre la gerbe en visée.
dhsPerkFarmAgriAimR2,Précision,Précision
dhsPerkFarmAgriAimR2Long,Niveau 2 : -12 %. Resserre la gerbe en visée.,Niveau 2 : -12 %. Resserre la gerbe en visée.
dhsPerkFarmAgriAimR3,Précision,Précision
dhsPerkFarmAgriAimR3Long,Niveau 3 : -18 %. Resserre la gerbe en visée.,Niveau 3 : -18 %. Resserre la gerbe en visée.
dhsPerkFarmAgriAimR4,Précision,Précision
dhsPerkFarmAgriAimR4Long,Niveau 4 : -24 %. Resserre la gerbe en visée.,Niveau 4 : -24 %. Resserre la gerbe en visée.
dhsPerkFarmAgriAimR5,Précision,Précision
dhsPerkFarmAgriAimR5Long,Niveau 5 : -30 %. Resserre la gerbe en visée.,Niveau 5 : -30 %. Resserre la gerbe en visée.
dhsPerkFarmAgriPierceName,Perforation,Perforation
dhsPerkFarmAgriPierceDesc,Les tirs ignorent davantage l'armure.,Les tirs ignorent davantage l'armure.
dhsPerkFarmAgriPierceR1,Perforation,Perforation
dhsPerkFarmAgriPierceR1Long,Niveau 1 : -6 %. Les tirs ignorent davantage l'armure.,Niveau 1 : -6 %. Les tirs ignorent davantage l'armure.
dhsPerkFarmAgriPierceR2,Perforation,Perforation
dhsPerkFarmAgriPierceR2Long,Niveau 2 : -12 %. Les tirs ignorent davantage l'armure.,Niveau 2 : -12 %. Les tirs ignorent davantage l'armure.
dhsPerkFarmAgriPierceR3,Perforation,Perforation
dhsPerkFarmAgriPierceR3Long,Niveau 3 : -18 %. Les tirs ignorent davantage l'armure.,Niveau 3 : -18 %. Les tirs ignorent davantage l'armure.
dhsPerkFarmAgriPierceR4,Perforation,Perforation
dhsPerkFarmAgriPierceR4Long,Niveau 4 : -24 %. Les tirs ignorent davantage l'armure.,Niveau 4 : -24 %. Les tirs ignorent davantage l'armure.
dhsPerkFarmAgriPierceR5,Perforation,Perforation
dhsPerkFarmAgriPierceR5Long,Niveau 5 : -30 %. Les tirs ignorent davantage l'armure.,Niveau 5 : -30 %. Les tirs ignorent davantage l'armure.
dhsPerkFarmAgriSlugName,Arsenal du fermier,Arsenal du fermier
dhsPerkFarmAgriSlugDesc,Débloque la fabrication de Cartouches de fermier (balles lourdes) à l'établi.,Débloque la fabrication de Cartouches de fermier (balles lourdes) à l'établi.
dhsPerkFarmAgriSlugR1,Arsenal du fermier,Arsenal du fermier
dhsPerkFarmAgriSlugR1Long,Débloque la fabrication de Cartouches de fermier (balles lourdes) à l'établi.,Débloque la fabrication de Cartouches de fermier (balles lourdes) à l'établi.
dhsPerkFarmAgriBuckName,Cartouchière,Cartouchière
dhsPerkFarmAgriBuckDesc,Débloque la fabrication de Chevrotine de fermier (chevrotine lourde) à l'établi.,Débloque la fabrication de Chevrotine de fermier (chevrotine lourde) à l'établi.
dhsPerkFarmAgriBuckR1,Cartouchière,Cartouchière
dhsPerkFarmAgriBuckR1Long,Débloque la fabrication de Chevrotine de fermier (chevrotine lourde) à l'établi.,Débloque la fabrication de Chevrotine de fermier (chevrotine lourde) à l'établi.
dhsSkillClassFarmAgriFarmingName,Agriculteur — Agriculture,Agriculteur — Agriculture
dhsSkillClassFarmAgriFarmingDesc,Sous-branche Agriculteur : Agriculture.,Sous-branche Agriculteur : Agriculture.
dhsPerkFarmAgriGreenName,Main verte,Main verte
dhsPerkFarmAgriGreenDesc,Récolte bien plus sur vos cultures.,Récolte bien plus sur vos cultures.
dhsPerkFarmAgriGreenR1,Main verte,Main verte
dhsPerkFarmAgriGreenR1Long,Niveau 1 : +15 %. Récolte bien plus sur vos cultures.,Niveau 1 : +15 %. Récolte bien plus sur vos cultures.
dhsPerkFarmAgriGreenR2,Main verte,Main verte
dhsPerkFarmAgriGreenR2Long,Niveau 2 : +30 %. Récolte bien plus sur vos cultures.,Niveau 2 : +30 %. Récolte bien plus sur vos cultures.
dhsPerkFarmAgriGreenR3,Main verte,Main verte
dhsPerkFarmAgriGreenR3Long,Niveau 3 : +45 %. Récolte bien plus sur vos cultures.,Niveau 3 : +45 %. Récolte bien plus sur vos cultures.
dhsPerkFarmAgriGreenR4,Main verte,Main verte
dhsPerkFarmAgriGreenR4Long,Niveau 4 : +60 %. Récolte bien plus sur vos cultures.,Niveau 4 : +60 %. Récolte bien plus sur vos cultures.
dhsPerkFarmAgriGreenR5,Main verte,Main verte
dhsPerkFarmAgriGreenR5Long,Niveau 5 : +75 %. Récolte bien plus sur vos cultures.,Niveau 5 : +75 %. Récolte bien plus sur vos cultures.
dhsPerkFarmAgriButcherName,Éleveur,Éleveur
dhsPerkFarmAgriButcherDesc,Récolte plus de viande et de ressources sur les animaux.,Récolte plus de viande et de ressources sur les animaux.
dhsPerkFarmAgriButcherR1,Éleveur,Éleveur
dhsPerkFarmAgriButcherR1Long,Niveau 1 : +10 %. Récolte plus de viande et de ressources sur les animaux.,Niveau 1 : +10 %. Récolte plus de viande et de ressources sur les animaux.
dhsPerkFarmAgriButcherR2,Éleveur,Éleveur
dhsPerkFarmAgriButcherR2Long,Niveau 2 : +20 %. Récolte plus de viande et de ressources sur les animaux.,Niveau 2 : +20 %. Récolte plus de viande et de ressources sur les animaux.
dhsPerkFarmAgriButcherR3,Éleveur,Éleveur
dhsPerkFarmAgriButcherR3Long,Niveau 3 : +30 %. Récolte plus de viande et de ressources sur les animaux.,Niveau 3 : +30 %. Récolte plus de viande et de ressources sur les animaux.
dhsPerkFarmAgriButcherR4,Éleveur,Éleveur
dhsPerkFarmAgriButcherR4Long,Niveau 4 : +40 %. Récolte plus de viande et de ressources sur les animaux.,Niveau 4 : +40 %. Récolte plus de viande et de ressources sur les animaux.
dhsPerkFarmAgriButcherR5,Éleveur,Éleveur
dhsPerkFarmAgriButcherR5Long,Niveau 5 : +50 %. Récolte plus de viande et de ressources sur les animaux.,Niveau 5 : +50 %. Récolte plus de viande et de ressources sur les animaux.
dhsPerkFarmAgriFastCraftName,Cadence agricole,Cadence agricole
dhsPerkFarmAgriFastCraftDesc,Fabrique vos recettes d'Agriculteur plus vite.,Fabrique vos recettes d'Agriculteur plus vite.
dhsPerkFarmAgriFastCraftR1,Cadence agricole,Cadence agricole
dhsPerkFarmAgriFastCraftR1Long,Niveau 1 : -10 %. Fabrique vos recettes d'Agriculteur plus vite.,Niveau 1 : -10 %. Fabrique vos recettes d'Agriculteur plus vite.
dhsPerkFarmAgriFastCraftR2,Cadence agricole,Cadence agricole
dhsPerkFarmAgriFastCraftR2Long,Niveau 2 : -20 %. Fabrique vos recettes d'Agriculteur plus vite.,Niveau 2 : -20 %. Fabrique vos recettes d'Agriculteur plus vite.
dhsPerkFarmAgriFastCraftR3,Cadence agricole,Cadence agricole
dhsPerkFarmAgriFastCraftR3Long,Niveau 3 : -30 %. Fabrique vos recettes d'Agriculteur plus vite.,Niveau 3 : -30 %. Fabrique vos recettes d'Agriculteur plus vite.
dhsPerkFarmAgriFastCraftR4,Cadence agricole,Cadence agricole
dhsPerkFarmAgriFastCraftR4Long,Niveau 4 : -40 %. Fabrique vos recettes d'Agriculteur plus vite.,Niveau 4 : -40 %. Fabrique vos recettes d'Agriculteur plus vite.
dhsPerkFarmAgriFastCraftR5,Cadence agricole,Cadence agricole
dhsPerkFarmAgriFastCraftR5Long,Niveau 5 : -50 %. Fabrique vos recettes d'Agriculteur plus vite.,Niveau 5 : -50 %. Fabrique vos recettes d'Agriculteur plus vite.
dhsPerkFarmAgriPreserveName,Conserverie,Conserverie
dhsPerkFarmAgriPreserveDesc,Débloque la cuisson des Conserves du fermier (nourriture copieuse qui se garde).,Débloque la cuisson des Conserves du fermier (nourriture copieuse qui se garde).
dhsPerkFarmAgriPreserveR1,Conserverie,Conserverie
dhsPerkFarmAgriPreserveR1Long,Débloque la cuisson des Conserves du fermier (nourriture copieuse qui se garde).,Débloque la cuisson des Conserves du fermier (nourriture copieuse qui se garde).
dhsPerkFarmAgriCartName,Charrette,Charrette
dhsPerkFarmAgriCartDesc,Ajoute des emplacements pour transporter vos récoltes.,Ajoute des emplacements pour transporter vos récoltes.
dhsPerkFarmAgriCartR1,Charrette,Charrette
dhsPerkFarmAgriCartR1Long,Niveau 1 : +2. Ajoute des emplacements pour transporter vos récoltes.,Niveau 1 : +2. Ajoute des emplacements pour transporter vos récoltes.
dhsPerkFarmAgriCartR2,Charrette,Charrette
dhsPerkFarmAgriCartR2Long,Niveau 2 : +4. Ajoute des emplacements pour transporter vos récoltes.,Niveau 2 : +4. Ajoute des emplacements pour transporter vos récoltes.
dhsPerkFarmAgriCartR3,Charrette,Charrette
dhsPerkFarmAgriCartR3Long,Niveau 3 : +6. Ajoute des emplacements pour transporter vos récoltes.,Niveau 3 : +6. Ajoute des emplacements pour transporter vos récoltes.
dhsPerkFarmAgriCartR4,Charrette,Charrette
dhsPerkFarmAgriCartR4Long,Niveau 4 : +8. Ajoute des emplacements pour transporter vos récoltes.,Niveau 4 : +8. Ajoute des emplacements pour transporter vos récoltes.
dhsPerkFarmAgriCartR5,Charrette,Charrette
dhsPerkFarmAgriCartR5Long,Niveau 5 : +10. Ajoute des emplacements pour transporter vos récoltes.,Niveau 5 : +10. Ajoute des emplacements pour transporter vos récoltes.
dhsPerkFarmAgriStamRegenName,Souffle paysan,Souffle paysan
dhsPerkFarmAgriStamRegenDesc,Récupère l'endurance plus vite.,Récupère l'endurance plus vite.
dhsPerkFarmAgriStamRegenR1,Souffle paysan,Souffle paysan
dhsPerkFarmAgriStamRegenR1Long,Niveau 1 : +5 %. Récupère l'endurance plus vite.,Niveau 1 : +5 %. Récupère l'endurance plus vite.
dhsPerkFarmAgriStamRegenR2,Souffle paysan,Souffle paysan
dhsPerkFarmAgriStamRegenR2Long,Niveau 2 : +10 %. Récupère l'endurance plus vite.,Niveau 2 : +10 %. Récupère l'endurance plus vite.
dhsPerkFarmAgriStamRegenR3,Souffle paysan,Souffle paysan
dhsPerkFarmAgriStamRegenR3Long,Niveau 3 : +15 %. Récupère l'endurance plus vite.,Niveau 3 : +15 %. Récupère l'endurance plus vite.
dhsPerkFarmAgriStamRegenR4,Souffle paysan,Souffle paysan
dhsPerkFarmAgriStamRegenR4Long,Niveau 4 : +20 %. Récupère l'endurance plus vite.,Niveau 4 : +20 %. Récupère l'endurance plus vite.
dhsPerkFarmAgriStamRegenR5,Souffle paysan,Souffle paysan
dhsPerkFarmAgriStamRegenR5Long,Niveau 5 : +25 %. Récupère l'endurance plus vite.,Niveau 5 : +25 %. Récupère l'endurance plus vite.
dhsSkillClassFarmAgriProviderName,Agriculteur — Terroir,Agriculteur — Terroir
dhsSkillClassFarmAgriProviderDesc,Sous-branche Agriculteur : Terroir.,Sous-branche Agriculteur : Terroir.
dhsPerkFarmAgriWildName,Fourrageur,Fourrageur
dhsPerkFarmAgriWildDesc,Récolte plus sur les plantes sauvages.,Récolte plus sur les plantes sauvages.
dhsPerkFarmAgriWildR1,Fourrageur,Fourrageur
dhsPerkFarmAgriWildR1Long,Niveau 1 : +10 %. Récolte plus sur les plantes sauvages.,Niveau 1 : +10 %. Récolte plus sur les plantes sauvages.
dhsPerkFarmAgriWildR2,Fourrageur,Fourrageur
dhsPerkFarmAgriWildR2Long,Niveau 2 : +20 %. Récolte plus sur les plantes sauvages.,Niveau 2 : +20 %. Récolte plus sur les plantes sauvages.
dhsPerkFarmAgriWildR3,Fourrageur,Fourrageur
dhsPerkFarmAgriWildR3Long,Niveau 3 : +30 %. Récolte plus sur les plantes sauvages.,Niveau 3 : +30 %. Récolte plus sur les plantes sauvages.
dhsPerkFarmAgriWildR4,Fourrageur,Fourrageur
dhsPerkFarmAgriWildR4Long,Niveau 4 : +40 %. Récolte plus sur les plantes sauvages.,Niveau 4 : +40 %. Récolte plus sur les plantes sauvages.
dhsPerkFarmAgriWildR5,Fourrageur,Fourrageur
dhsPerkFarmAgriWildR5Long,Niveau 5 : +50 %. Récolte plus sur les plantes sauvages.,Niveau 5 : +50 %. Récolte plus sur les plantes sauvages.
dhsPerkFarmAgriSunName,Travailleur des champs,Travailleur des champs
dhsPerkFarmAgriSunDesc,Améliore la résistance à la chaleur.,Améliore la résistance à la chaleur.
dhsPerkFarmAgriSunR1,Travailleur des champs,Travailleur des champs
dhsPerkFarmAgriSunR1Long,Niveau 1 : +2. Améliore la résistance à la chaleur.,Niveau 1 : +2. Améliore la résistance à la chaleur.
dhsPerkFarmAgriSunR2,Travailleur des champs,Travailleur des champs
dhsPerkFarmAgriSunR2Long,Niveau 2 : +4. Améliore la résistance à la chaleur.,Niveau 2 : +4. Améliore la résistance à la chaleur.
dhsPerkFarmAgriSunR3,Travailleur des champs,Travailleur des champs
dhsPerkFarmAgriSunR3Long,Niveau 3 : +6. Améliore la résistance à la chaleur.,Niveau 3 : +6. Améliore la résistance à la chaleur.
dhsPerkFarmAgriSunR4,Travailleur des champs,Travailleur des champs
dhsPerkFarmAgriSunR4Long,Niveau 4 : +8. Améliore la résistance à la chaleur.,Niveau 4 : +8. Améliore la résistance à la chaleur.
dhsPerkFarmAgriSunR5,Travailleur des champs,Travailleur des champs
dhsPerkFarmAgriSunR5Long,Niveau 5 : +10. Améliore la résistance à la chaleur.,Niveau 5 : +10. Améliore la résistance à la chaleur.
dhsPerkFarmAgriTradeName,Maquignon,Maquignon
dhsPerkFarmAgriTradeDesc,Améliore les prix de vente chez les marchands.,Améliore les prix de vente chez les marchands.
dhsPerkFarmAgriTradeR1,Maquignon,Maquignon
dhsPerkFarmAgriTradeR1Long,Niveau 1 : +2. Améliore les prix de vente chez les marchands.,Niveau 1 : +2. Améliore les prix de vente chez les marchands.
dhsPerkFarmAgriTradeR2,Maquignon,Maquignon
dhsPerkFarmAgriTradeR2Long,Niveau 2 : +4. Améliore les prix de vente chez les marchands.,Niveau 2 : +4. Améliore les prix de vente chez les marchands.
dhsPerkFarmAgriTradeR3,Maquignon,Maquignon
dhsPerkFarmAgriTradeR3Long,Niveau 3 : +6. Améliore les prix de vente chez les marchands.,Niveau 3 : +6. Améliore les prix de vente chez les marchands.
dhsPerkFarmAgriTradeR4,Maquignon,Maquignon
dhsPerkFarmAgriTradeR4Long,Niveau 4 : +8. Améliore les prix de vente chez les marchands.,Niveau 4 : +8. Améliore les prix de vente chez les marchands.
dhsPerkFarmAgriTradeR5,Maquignon,Maquignon
dhsPerkFarmAgriTradeR5Long,Niveau 5 : +10. Améliore les prix de vente chez les marchands.,Niveau 5 : +10. Améliore les prix de vente chez les marchands.
dhsPerkFarmAgriForageName,Glaneur des champs,Glaneur des champs
dhsPerkFarmAgriForageDesc,Améliore la qualité du butin de fouille.,Améliore la qualité du butin de fouille.
dhsPerkFarmAgriForageR1,Glaneur des champs,Glaneur des champs
dhsPerkFarmAgriForageR1Long,Niveau 1 : +4 %. Améliore la qualité du butin de fouille.,Niveau 1 : +4 %. Améliore la qualité du butin de fouille.
dhsPerkFarmAgriForageR2,Glaneur des champs,Glaneur des champs
dhsPerkFarmAgriForageR2Long,Niveau 2 : +8 %. Améliore la qualité du butin de fouille.,Niveau 2 : +8 %. Améliore la qualité du butin de fouille.
dhsPerkFarmAgriForageR3,Glaneur des champs,Glaneur des champs
dhsPerkFarmAgriForageR3Long,Niveau 3 : +12 %. Améliore la qualité du butin de fouille.,Niveau 3 : +12 %. Améliore la qualité du butin de fouille.
dhsPerkFarmAgriForageR4,Glaneur des champs,Glaneur des champs
dhsPerkFarmAgriForageR4Long,Niveau 4 : +16 %. Améliore la qualité du butin de fouille.,Niveau 4 : +16 %. Améliore la qualité du butin de fouille.
dhsPerkFarmAgriForageR5,Glaneur des champs,Glaneur des champs
dhsPerkFarmAgriForageR5Long,Niveau 5 : +20 %. Améliore la qualité du butin de fouille.,Niveau 5 : +20 %. Améliore la qualité du butin de fouille.
dhsPerkFarmAgriQuietName,Vie au grand air,Vie au grand air
dhsPerkFarmAgriQuietDesc,Réduit le bruit que vous faites.,Réduit le bruit que vous faites.
dhsPerkFarmAgriQuietR1,Vie au grand air,Vie au grand air
dhsPerkFarmAgriQuietR1Long,Niveau 1 : -4 %. Réduit le bruit que vous faites.,Niveau 1 : -4 %. Réduit le bruit que vous faites.
dhsPerkFarmAgriQuietR2,Vie au grand air,Vie au grand air
dhsPerkFarmAgriQuietR2Long,Niveau 2 : -8 %. Réduit le bruit que vous faites.,Niveau 2 : -8 %. Réduit le bruit que vous faites.
dhsPerkFarmAgriQuietR3,Vie au grand air,Vie au grand air
dhsPerkFarmAgriQuietR3Long,Niveau 3 : -12 %. Réduit le bruit que vous faites.,Niveau 3 : -12 %. Réduit le bruit que vous faites.
dhsPerkFarmAgriQuietR4,Vie au grand air,Vie au grand air
dhsPerkFarmAgriQuietR4Long,Niveau 4 : -16 %. Réduit le bruit que vous faites.,Niveau 4 : -16 %. Réduit le bruit que vous faites.
dhsPerkFarmAgriQuietR5,Vie au grand air,Vie au grand air
dhsPerkFarmAgriQuietR5Long,Niveau 5 : -20 %. Réduit le bruit que vous faites.,Niveau 5 : -20 %. Réduit le bruit que vous faites.
dhsPerkFarmAgriSturdyName,Robuste paysan,Robuste paysan
dhsPerkFarmAgriSturdyDesc,Réduit les dégâts physiques subis.,Réduit les dégâts physiques subis.
dhsPerkFarmAgriSturdyR1,Robuste paysan,Robuste paysan
dhsPerkFarmAgriSturdyR1Long,Niveau 1 : +1. Réduit les dégâts physiques subis.,Niveau 1 : +1. Réduit les dégâts physiques subis.
dhsPerkFarmAgriSturdyR2,Robuste paysan,Robuste paysan
dhsPerkFarmAgriSturdyR2Long,Niveau 2 : +2. Réduit les dégâts physiques subis.,Niveau 2 : +2. Réduit les dégâts physiques subis.
dhsPerkFarmAgriSturdyR3,Robuste paysan,Robuste paysan
dhsPerkFarmAgriSturdyR3Long,Niveau 3 : +3. Réduit les dégâts physiques subis.,Niveau 3 : +3. Réduit les dégâts physiques subis.
dhsPerkFarmAgriSturdyR4,Robuste paysan,Robuste paysan
dhsPerkFarmAgriSturdyR4Long,Niveau 4 : +4. Réduit les dégâts physiques subis.,Niveau 4 : +4. Réduit les dégâts physiques subis.
dhsPerkFarmAgriSturdyR5,Robuste paysan,Robuste paysan
dhsPerkFarmAgriSturdyR5Long,Niveau 5 : +5. Réduit les dégâts physiques subis.,Niveau 5 : +5. Réduit les dégâts physiques subis.
dhsAmmoFarmerSlug,Cartouche de fermier,Cartouche de fermier
dhsAmmoFarmerSlugDesc,"Une lourde balle montée main, bien plus puissante qu'une balle standard. Fabriquée uniquement par les Agriculteurs.","Une lourde balle montée main, bien plus puissante qu'une balle standard. Fabriquée uniquement par les Agriculteurs."
dhsAmmoFarmerBuck,Chevrotine de fermier,Chevrotine de fermier
dhsAmmoFarmerBuckDesc,Lourde chevrotine montée main pour le combat rapproché. Fabriquée uniquement par les Agriculteurs.,Lourde chevrotine montée main pour le combat rapproché. Fabriquée uniquement par les Agriculteurs.
dhsFoodPreserves,Conserves du fermier,Conserves du fermier
dhsFoodPreservesDesc,"Conserve maison : copieuse, se garde longtemps, s'empile. Cuisinée uniquement par les Agriculteurs.","Conserve maison : copieuse, se garde longtemps, s'empile. Cuisinée uniquement par les Agriculteurs."
dhsReqClassFarmCook,Nécessite la classe Cuisinier,Nécessite la classe Cuisinier
dhsBookClassFarmCook,Manuel de classe : Cuisinier,Manuel de classe : Cuisinier
dhsBookClassFarmCookDesc,"Devenez Cuisinier : maîtrisez la cuisine, les buffs d'équipe et les gourdins. La lecture choisit la classe Cuisinier, débloque son craft signature et octroie quelques points de classe.","Devenez Cuisinier : maîtrisez la cuisine, les buffs d'équipe et les gourdins. La lecture choisit la classe Cuisinier, débloque son craft signature et octroie quelques points de classe."
dhsMagFarmCook,Manuel : Cuisinier,Manuel : Cuisinier
